Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes
SEVILLA,SEVILLA,Thrife,8/12/2022,3725,22.2,26054526,23652,41,1500755,20564
Don't You Know,Don't You Know,Crosby St. Models,8/12/2022,3890,21.6,,1,,357790871,2127672
Toxic,Toxic,YG,8/12/2022,4006,21.3,36861625,18739,48,45862527,493206
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,8/12/2022,4338,20.2,129635815,17482,70,33423008,161494
2 Million Up,ONLY BUILT 4 DIAMOND LINKS,Peezy,8/12/2022,4503,19.6,59038013,22057,56,67576838,510771
Falling Angel,Falling Angel,HCTM,8/13/2022,2942,25.7,72997,79,14,32345,813
Siempre Pendientes,Siempre Pendientes,Peso Pluma,8/15/2022,2865,26.1,395739041,34865,69,115349777,497323
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,8/16/2022,3810,21.9,5101261,1599,,,
Komang,Komang,Raim Laode,8/17/2022,1378,39.8,329763216,16110,70,98333231,661439
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,8/17/2022,1776,34.6,170829903,97012,68,20734303,268271
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,8/18/2022,1640,36.1,187646063,31155,58,45203843,375214
Milf Song,Milf Song,The Puddleducks,8/19/2022,216,104.5,1165982,1176,28,1704936540,3631067
Pink Venom,Pink Venom,BLACKPINK,8/19/2022,266,95.6,736469450,48251,68,868589823,16834955
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,483,70.1,944833760,84300,78,442672273,1382190
NIGHT DANCER,NIGHT DANCER - Single,imase,8/19/2022,1045,46.9,239149370,46984,67,281173184,3281196
Dancinï¿½ï¿½ï¿½ In The C,Dancin' In The Country,Tyler Hubbard,8/19/2022,2129,31.2,142607318,17721,67,13270587,89854
Where It Ends,Where It Ends,Bailey Zimmerman,8/19/2022,2343,29.5,178441881,28857,75,24354425,188213
Old Love,Old Love - Single,yuji,8/19/2022,3059,25,262082601,29563,67,178440164,1191857
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,3427,23.4,49549021,10601,33,119899690,1194687
Delincuente,Delincuente,Tokischa,8/19/2022,3541,22.9,190095480,35863,68,83772680,753857
TV Shapes,TV Shapes,Bubbatrees,8/19/2022,4536,19.5,,3,,322528461,298488
Pepas,Pepas - Single,Farruko,8/20/2022,2974,27.3,1490710634,11,,,
After LIKE,After LIKE - Single,IVE,8/22/2022,2169,30.8,365203093,28691,69,281724902,2937674
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,8/22/2022,2571,27.9,282776356,45283,69,152603363,1541141
Ta Ta Ta,Bayanni,Bayanni,8/24/2022,586,62.8,85207310,31737,62,59927668,420475
A ver a ver - Ric Piccolo Edit,A ver a ver (Ric Piccolo Edit),Donald,8/24/2022,2666,27.3,67852,531,10,421207701,529059
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,8/25/2022,53,198,1391688322,163876,77,902742581,8099187
I'm Good (Blue),I'm Good (Blue),David Guetta,8/26/2022,43,209.6,1658229422,262248,83,466080689,4324989
GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,8/26/2022,623,61,427247328,42444,66,547409394,3332851
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,8/26/2022,1537,37.5,127223430,24922,63,91145868,519636
Baby Shark,Pinkfong Bebefinn (Pt. 1),Bebefinn,8/26/2022,2289,29.9,1731282,162,31,462509288,1209603
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,3575,22.7,115581471,49847,60,46251839,946512
LDR,LDR,Shoti,8/27/2022,1365,40.1,37027643,5646,57,592859063,1724454
Cute,Cute,Aurel Surya Lie,8/29/2022,564,64.1,142732,90,21,195295,5143
Drained of Color,Drained of Color,Exhumed,8/30/2022,129,134,158627,635,16,2156140830,
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,8/31/2022,2723,27,155399041,62013,60,32481842,684033
Solo Conmigo,Fï¿½ï¿½rmula Vo,Romeo Santos,9/1/2022,1526,37.6,99640817,9262,65,242164034,1185939
Sand Monkey,Sand Monkey,Kid Pharaoh,9/1/2022,2479,28.6,,14,,456529791,536208
Million Dollar Baby,Million Dollar Baby,Ava Max,9/1/2022,3198,24.4,106218899,18622,60,54371720,527297
Talk,Talk,Yeat,9/2/2022,1229,42.7,242057987,77898,67,39581789,457747
Kiss Me,Songs of Sonder,Dermot Kennedy,9/2/2022,1973,32.4,149237160,22036,65,60539963,307422
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,2424,28.9,227893586,28139,73,30913276,159791
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,2424,28.9,227893586,28139,73,30913276,159791
Step Back!,Step Back!,1nonly,9/2/2022,2860,26.1,166436749,48250,68,49886904,632581
Vamos Aclarando Muchas Cosas - En Vivo,Vamos Aclarando Muchas Cosas (En Vivo),Codiciado,9/2/2022,2887,26,145135597,15952,65,226936682,537097
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,9/2/2022,4329,20.2,129531779,14019,69,13125721,89641
Somewhere Only We Know,Somewhere Only We Know,Gustixa,9/5/2022,2286,29.9,53532212,9646,43,98671018,1371770
Overdose,Overdose - Single,natori,9/7/2022,2259,30.1,191425175,26630,62,271219300,2855968
Thank You for Being You,Thank You for Being You,OctaSounds,9/7/2022,2602,27.7,2248788,739,43,1577614,20317
AUTOMï¿½ï¿½,AUTOMï¿½ï¿½,Maria Becerra,9/8/2022,3036,25.2,204236514,25243,58,179427174,968498
Burn Burn Burn,Burn Burn Burn,Zach Bryan,9/8/2022,3501,23,261905370,42715,75,23316855,136558
Forget Me,Forget Me,Lewis Capaldi,9/9/2022,465,71.4,343556188,53783,69,78559130,611379
Thank God,Different Man,Kane Brown,9/9/2022,866,52.1,157341967,20612,67,98239826,752054
Out thï¿½ï¿½,Lyfï¿,Yeat,9/9/2022,907,50.6,338097605,85480,73,54214841,680291
Vista Al Mar,Vista Al Mar,Quevedo,9/9/2022,1303,41.2,511726944,74845,68,182250623,931096
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Lyfï¿,Yeat,9/9/2022,2701,27.1,233573513,67981,69,39331190,479798
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,3595,22.7,224150665,33067,58,105711690,630231
XXL,EL CHAVO,UZI,9/9/2022,3962,21.4,70664645,13324,58,246582532,3314166
Baller,Baller,Shubh,9/9/2022,4211,20.6,261975922,21887,66,134202748,1512168
Me Porto Bonito,Me Porto Bonito,Renzo Pianciola,9/9/2022,4420,20.2,1797039538,2,7,,
Fly high to cloud nine,Fly high to cloud nine,Terry Flow,9/12/2022,4165,20.8,752826,6,13,,
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,9/14/2022,2012,32.1,289624210,36819,70,201168669,890146
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,9/14/2022,3746,22.1,428290193,54042,75,,
One Side,One Side,Iyanya,9/15/2022,977,48.9,23823099,10859,53,75987807,365743
Rush,Rush,Ayra Starr,9/16/2022,205,106.4,371886608,98009,67,361174452,1904397
Oublie-moi,Oublie-moi,Emkal,9/16/2022,405,76,17992999,11288,42,58383075,502081
Shut Down,BORN PINK,BLACKPINK,9/16/2022,497,69,654818451,39852,67,633781726,11421404
End of Beginning,DECIDE,Djo,9/16/2022,918,50.5,710784872,64517,90,44322144,594352
Call It Love,Call It Love,Felix Jaehn,9/16/2022,1693,35.5,283002053,49454,73,43899935,223169
Hotel,Hotel,Montell Fish,9/16/2022,2291,29.9,296674882,56660,74,38522238,508119
Typa Girl,BORN PINK,BLACKPINK,9/16/2022,2697,27.1,357054107,20864,66,199710937,2549362
Weekend,Weekend,Ashley Mehta,9/16/2022,3130,24.7,546633,253,28,98636,1771
Walk,Walk/Spin,Kodak Black,9/16/2022,3903,21.6,62323136,33941,54,34075392,466729
Ready For Love,BORN PINK,BLACKPINK,9/16/2022,4163,20.8,115237552,9312,55,243509528,5870222
Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,9/19/2022,1891,33.4,32642,7,1,50391,373
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,9/20/2022,3697,22.3,179475517,26160,2,162785261,622557
He Dead (Oil Thief Remix),REMXNG 2.1,clipping.,9/21/2022,2456,28.8,14148,31,,434179026,4911572
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,9/22/2022,60,189.1,1556275789,210583,74,254051906,3364206
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,241,100.1,665716137,97057,80,358206246,2896698
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,396,76.6,428164381,80340,68,138760138,1465825
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,9/22/2022,635,60.4,396549329,56179,67,185441424,1023796
Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,9/22/2022,1723,35.2,201638049,82200,62,79916576,787609
Felina,Felina,WIU,9/22/2022,2331,29.6,227079649,35385,63,199523728,1291904
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,9/23/2022,996,48.1,157806193,27840,64,216925153,1357039
Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,Only Love Can Hurt Like This (feat. Teddy Swims) - Single,Paloma Faith,9/23/2022,2156,31,10296798,1307,58,11726419,125802
messy in heaven,messy in heaven,venbee,9/23/2022,2779,26.6,120785398,45503,59,25495861,202181
ıııııııııııııııııııııııııııııııııııııııııııııııııııııııııııı (Fade),ıııııııııııııııııııııııııııııııııııııııııııııııııııııııııııı (Fade) - Single,Jeff Satur,9/23/2022,3811,21.9,41494349,6516,52,267216988,1757325
Namas Today - Original Version,Mountains of Gods,CA3RD,9/26/2022,1460,38.4,,,,602334197,1211320
Commando,Commando - Single,Mavokali,9/28/2022,380,78.6,21667023,9105,,48246851,435329
Tubarï¿½ï¿½o Te,Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿,9/28/2022,1013,47.7,150177750,30142,59,153683754,1673637
Dj Gamm Gamm Piri Slow,Dj Gamm Gamm Piri Slow,DJ BAHBUS,9/28/2022,1265,42.1,32014,7,,68945,653
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],TWISTED,9/28/2022,1868,33.6,299202591,67616,67,36393651,720855
Besos Moja2,Besos Moja2,Wisin & Yandel,9/29/2022,1176,43.8,416361102,48450,69,251373932,911711
Obsessed,Obsessed,Riar Saab,9/29/2022,3972,21.4,161366691,18781,64,167537164,1497169
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,286,91.2,720822868,13,17,,
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,9/30/2022,2941,25.7,3574,3,1,,
Los Collares,Los Collares,Oscar Maydon,9/30/2022,3769,22,332741927,23892,72,150888295,609166
Suzume,ııııııııı,RADWIMPS,9/30/2022,4036,21.2,151179942,30909,63,71184530,866717
ıııııı,ıııııı - Single,YOASOBI,10/1/2022,4265,20.4,140194014,16841,58,180515322,910440
Poland,Poland - Single,Lil Yachty,10/4/2022,2131,31.2,142817891,52177,58,9564773,374693
Gatita,Gatita,Bellakath,10/5/2022,1184,43.6,218661601,25714,57,173995566,1354818
Iced Coffee,Iced Coffee,Arthur Hill,10/5/2022,1678,35.6,2035613,824,40,244170,4609
Ayang,Ayang,Nabila Maharani,10/5/2022,3233,24.2,1088915,89,31,45683645,212924
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10/6/2022,260,96.2,69931412,13220,61,63786141,759332
Hey Mor,Hey Mor,Ozuna,10/6/2022,364,80.1,986132265,97956,76,383748675,1303919
Halloween,Halloween,Blood Dance,10/6/2022,2534,28.2,7332,45,2,416430705,7483560
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,10/6/2022,3917,21.6,3479935,487,29,45732371,409950
bathroom floor,bathroom floor,Kids With Buns,10/7/2022,15,301.6,297185,277,12,6736502312,16785489
6. A.M.,Motion is Emotion,Azul,10/7/2022,356,81.1,1186,5,,1231300374,3158558
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10/7/2022,865,52.2,330593989,54823,67,175561257,2216240
Do It Again (feat. 2Rare),Do It Again (feat. 2Rare),NLE Choppa,10/7/2022,2313,29.8,155142115,65297,60,54256746,737762
CASE 143,MAXIDENT,Stray Kids,10/7/2022,3149,24.6,195260412,19052,66,188978133,3724486
Ah-Bop,Ah-Bop,Gene Ess,10/7/2022,3390,23.5,,1,,359775065,320202
All By Myself,All By Myself,Alok,10/7/2022,3764,22.1,153478699,23576,68,8834684,103744
Te Felicito,Te Felicito,Gerardo Coronel,10/7/2022,4292,20.3,137113129,9970,59,97699857,553828
TRUCK BED,TRUCK BED,HARDY,10/10/2022,1699,35.4,194689239,25411,73,46434511,241641
Heyy,Heyy,Lil Baby,10/10/2022,4039,21.2,66617153,34503,51,29347420,343023
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10/12/2022,190,110.1,804925777,128247,75,175393116,1729347
Maan Meri Jaan,Champagne Talk,King,10/12/2022,621,61,467454503,25221,71,627711778,7180269
KICK BACK,KICK BACK,Kenshi Yonezu,10/12/2022,1469,38.2,360816226,61627,70,171459970,1769697
Cough,Cough,Kizz Daniel,10/13/2022,655,59.3,86103527,24888,62,211940922,1076420
One Up,One Up,Central Cee,10/13/2022,4101,21,130784398,51124,62,36578844,497282
California Breeze,It's Only Me,Lil Baby,10/14/2022,1237,42.6,116994951,45626,61,152685892,733891
About You,Being Funny In a Foreign Language,The 1975,10/14/2022,2506,28.3,350348521,48286,75,63111604,494666
Forever (feat. Fridayy),It's Only Me,Lil Baby,10/14/2022,2906,25.9,101717995,43236,61,28422099,327967
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,10/14/2022,3708,22.2,162996272,20521,61,137834966,708557
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/16/2022,3173,24.5,665145968,5887,46,,
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,318,85.8,665519026,152193,68,187947945,2379515
ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,10/17/2022,1704,35.4,458713465,29686,70,263768312,4141652
Nxde,I love,(G)I-DLE,10/17/2022,1969,32.5,242708368,24028,66,306925934,3817854
Delilah (pull me out of this),Delilah (pull me out of this),Fred again..,10/17/2022,4555,19.5,172321571,38159,61,441247,5740
Monotonï¿½,Monotonï¿½,Shakira,10/19/2022,903,50.8,498744348,50326,67,306510173,4113572
Dj Terompet Pemersatu Bangsa,Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,10/19/2022,4416,19.9,2347433,588,25,,
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,343,82.5,394381902,22919,73,805683907,2076505
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,777,54.9,193109326,76047,8,64413388,1143541
Rungkad,Rungkad,Happy Asmara,10/20/2022,3094,24.8,43407503,1590,22,100299695,476630
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,10/20/2022,3822,21.8,131713257,43947,58,33686131,355898
Me Porto Bonito - Remix,Me Porto Bonito (Remix),ELITE Djs,10/20/2022,4357,20.5,,10,7,,
Anti-Hero,Midnights,Taylor Swift,10/21/2022,91,161.8,1563224246,117005,80,203259285,3482508
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,135,129.5,720720922,74295,77,221078988,2557839
Lavender Haze,Midnights,Taylor Swift,10/21/2022,1090,45.9,711138043,42535,73,26695871,411132
Karma,Midnights,Taylor Swift,10/21/2022,1297,41.3,777305444,47435,75,97902815,1779726
ICU,ICU,Coco Jones,10/21/2022,1881,33.5,52106559,13612,61,70625059,637218
Portobello Beach,Passport,Quiet as a Mouse,10/21/2022,2255,30.1,,,,453903004,1010270
Karma,Midnights (3am Edition),Taylor Swift,10/21/2022,2510,28.3,777305444,2358,47,83446,3275
Bejeweled,Midnights,Taylor Swift,10/21/2022,2577,27.8,536110386,32472,71,19011964,168023
Midnight Rain,Midnights,Taylor Swift,10/21/2022,2714,27,658208129,36730,72,83795730,757210
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,10/21/2022,2985,25.5,110545738,19914,62,23040928,130379
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,10/21/2022,3139,24.6,429910250,32432,64,60531630,1025941
You're On Your Own Kid,Midnights,Taylor Swift,10/21/2022,3585,22.7,587555589,34908,72,43130763,357803
Spinnin,Spinnin,Connor Price,10/21/2022,3741,22.1,164206429,49659,63,12484960,163647
El Gavilï¿½,El Gavilï¿½ï¿½n - Si,Luis R Conriquez,10/21/2022,4282,20.4,350440369,24886,72,92967556,709386
SWIPE,SWIPE - Single,ALYPH,10/21/2022,4312,20.3,12383314,2946,42,16319964,162244
Malas Decisiones,K23,Kenia OS,10/27/2022,2246,30.2,249199925,15573,68,141829637,1346158
Dos Besitos,Dos Besitos,La Joaqui,10/27/2022,2320,29.7,100335960,18928,56,163408340,634796
Coladin,Indï¿½ï¿½,Zï¿½ï¿½ Vaqu,10/27/2022,3760,22.1,68110254,5563,62,220238857,1027402
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,563,64.2,378282960,66018,65,44883383,477531
The 5th Letter,Underhanded,Hollywood Dots The Oncelor,10/28/2022,591,62.4,,,,928039252,1154421
Shirt,Shirt,SZA,10/28/2022,598,61.9,469322271,68997,73,77831118,981474
The Astronaut,The Astronaut,JIN,10/28/2022,1382,39.8,422186660,12509,79,111977553,5607295
We Ride,We Ride - Single,Bryan Martin,10/28/2022,2414,29,200017368,30976,76,35463149,219282
Pasilyo,Pasilyo,SunKissed Lola,10/28/2022,3301,23.9,219619875,22109,69,99634133,478880
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,3361,23.7,320296093,42685,76,27153913,493000
Baby Car,ııııııııı ıııııı ıııııııııııı,Bebefinn,10/28/2022,4110,21,,3,,294039774,440593
In My Head,In My Head,Juice WRLD,10/28/2022,4194,20.6,136878823,44098,62,46128261,705084
i'm yours sped up,i'm yours,Isabel LaRosa,10/28/2022,4410,19.9,223341848,34131,67,12260201,167404
SPIT IN MY FACE!,Spit in My Face! - Single,ThxSoMch,10/31/2022,1798,34.3,516541770,50163,,153636776,2047892
10:35,10:35,Tiï¿½ï¿,11/3/2022,958,49.2,539802784,82093,74,94379586,652780
Rich Flex,Her Loss,Drake,11/3/2022,2520,28.2,811888874,5471,46,34057109,415396
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,11/3/2022,2576,27.9,343704935,21379,61,208025693,659040
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,11/3/2022,3884,21.7,162054666,1991,40,,
MODELITO,PARAISO,Mora,11/3/2022,4402,19.9,216298810,39605,72,38256899,252379
Rich Flex,Her Loss,Drake,11/4/2022,320,85.5,812274757,185579,73,86053276,651228
Spin Bout U,Her Loss,Drake,11/4/2022,856,52.6,356685934,88034,71,56086730,430375
PUNTO G,Punto G,Quevedo,11/4/2022,1096,45.8,600073400,73593,71,171936153,975795
On BS,Her Loss,Drake,11/4/2022,1333,40.7,253540951,82934,67,22665894,368326
Die For You,SMITHEREENS,Joji,11/4/2022,1412,39.4,363300065,74276,71,77291326,1109516
Relax My Eyes,Relax My Eyes,ANOTR,11/4/2022,1671,35.7,149095636,85011,73,21554535,197879
Pussy & Millions (feat. Travis Scott),Her Loss,Drake,11/4/2022,1712,35.3,273457499,90842,67,13496528,220640
Circo Loco,Her Loss,Drake,11/4/2022,2077,31.6,201467069,74719,65,20937003,225873
November Rain (2022 Version),November Rain / Double Talkin' Jive / You Could Be Mine,Guns N' Roses,11/4/2022,2420,29,14394612,2572,53,,
Major Distribution,Her Loss,Drake,11/4/2022,2430,28.9,199662854,70800,62,26734808,271645
Antidepresan,Antidepresan,Mert Demir,11/4/2022,2605,27.7,172362945,25648,62,164304790,644688
Jumbotron Shit Poppin,Her Loss,Drake,11/4/2022,2635,27.4,126296463,44782,62,37702345,528716
Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,11/4/2022,2875,26,139783785,44303,63,37874489,402994
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,11/4/2022,2960,25.6,35308201,954,58,344702201,2125668
World Cup,World Cup,IShowSpeed,11/4/2022,3052,25.1,75577819,19796,55,143710823,3896344
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11/4/2022,3313,23.9,92384851,21304,59,170892300,978438
Privileged Rappers,Her Loss,Drake,11/4/2022,3330,23.8,167840439,54445,64,25641544,341459
Broke Boys,Her Loss,Drake,11/4/2022,3399,23.5,143220845,57819,61,17892665,186286
Hours In Silence,Her Loss,Drake,11/4/2022,4218,20.6,147688885,45526,65,27720116,202844
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,11/5/2022,757,55.8,250599391,19757,66,642774625,4620243
"Ranjithame (From ""Varisu"")","Ranjithame (From ""Varisu"")",Thalapathy Vijay,11/5/2022,1890,33.4,123908201,6218,62,417372813,3801568
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/2022,2756,26.7,185042019,41058,62,35977202,482490
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,11/11/2022,830,53.3,54513960,13089,52,183119,2667
You're Really Funny,Rly Funny - EP,Crocodyle,11/11/2022,1190,43.4,,9,,631421040,3549192
Te Felicito,Unas Mï¿½ï¿½as y Otras Prestadas Vo,Gerardo Coronel,11/11/2022,2308,29.8,136999598,2515,57,352276536,848233
Miss You - Remix,Miss You (Remix),Oliver Tree,11/11/2022,3096,24.8,19182347,11089,50,280395336,3005798
RON COLA,SATURNO,Rauw Alejandro,11/11/2022,4319,20.2,143542362,23633,60,13240486,121147
CAIRO,CAIRO,KAROL G,11/13/2022,904,50.7,443093379,35995,72,273852759,1690512
Asiwaju,Asiwaju,Ruger,11/14/2022,1498,37.9,108133711,34390,18,122293855,619448
Come and Say - Original Mix,Relyt Conections 3,"""XY""",11/14/2022,2379,29.2,,1,,415159148,745345
Duki: Bzrp Music Sessions Vol. 50,Duki: Bzrp Music Sessions Vol. 50,Bizarrap,11/16/2022,3554,22.8,158017957,35544,62,112378481,3043988
Rubicon Drill,Forever - EP,Laddi Chahal,11/16/2022,4082,21,152564352,10841,65,179053648,1433419
Roï¿½ï¿½a Em,Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,11/17/2022,2502,28.4,192684719,15067,63,253199155,1310110
